,Year,Females,Males,Unknown_Sex,Offense,unknown_age,range_0_9,range_10_19,range_20_29,range_30_39,range_40_49,range_50_59,range_60_69,range_70_79,range_80_89,range_90_99
4404,1991,8867,4980,23969,all-offenses,25001,19,1638,1535,922,184,40,26,15,1,8435
4405,1996,25,146,3,all-offenses,16,0,45,33,45,26,5,3,1,0,0
4406,2015,2281,7771,472,all-offenses,893,46,5023,1648,1190,866,547,221,65,20,5
4407,2015,27,96,7,all-offenses,16,0,12,46,38,9,8,1,0,0,0
4408,2004,279,140,19,all-offenses,46,0,20,126,137,73,24,8,2,0,2
4409,2003,223,3563,33,all-offenses,140,22,1565,1470,389,146,62,14,7,2,2
4410,1999,176,1237,68,all-offenses,97,2,299,536,280,155,68,26,14,3,1
4411,2008,105,416,4,all-offenses,11,0,83,101,77,93,109,39,12,0,0
4412,1992,914,14922,1789,all-offenses,4258,19,3646,6575,2600,401,88,13,7,1,17
4413,2002,180,2364,58,all-offenses,231,57,750,595,486,296,119,46,15,5,2
4414,2006,1928,25907,568,all-offenses,2077,898,8387,5465,4649,3676,1924,871,303,104,49
4415,1997,94,1948,24,all-offenses,110,114,717,406,388,215,82,28,3,1,2
4416,2016,95780,199683,96556,all-offenses,117942,1542,43901,88607,70126,37767,24259,5731,1291,294,559
4417,1994,15152,50913,45468,all-offenses,52794,561,19344,19991,12768,4224,1193,429,120,21,88
4418,2007,935,3379,583,all-offenses,1332,17,1117,1360,596,343,96,23,7,0,6
4419,1999,2949,4198,1258,all-offenses,1883,7,1494,2513,1632,632,172,24,9,1,38
4420,2013,74,194,4,all-offenses,6,2,51,104,46,24,24,8,6,1,0
4421,2001,16329,101591,59974,all-offenses,68911,901,40922,32316,18870,9631,4416,1556,90,29,252
4422,2012,119,299,6,all-offenses,15,0,58,149,97,56,34,13,2,0,0
4423,1993,81,4748,235,all-offenses,589,23,1147,1668,1053,394,122,41,16,0,11
4424,2014,1988,7078,440,all-offenses,770,43,4629,1525,1067,667,502,217,69,10,7
4425,2014,19,65,1,all-offenses,10,0,11,40,17,5,1,1,0,0,0
4426,2001,49,414,7,all-offenses,11,0,124,135,75,56,49,15,5,0,0
4427,2002,23000,50014,26450,all-offenses,33741,307,20321,20056,13740,8151,2394,519,111,30,94
4428,2005,270,5224,79,all-offenses,415,239,2013,1030,842,654,237,99,36,4,4
4429,2001,5170,40340,58336,all-offenses,60345,180,18803,11584,5219,3710,3356,523,19,19,88
4430,2015,1271,2478,734,all-offenses,1122,16,718,1100,773,394,283,58,7,1,11
4431,2000,371,1432,462,all-offenses,806,11,408,566,300,116,38,8,3,1,8
4432,2011,2,3,9,all-offenses,10,0,0,1,0,1,1,0,1,0,0
4433,2006,379,5221,41,all-offenses,245,45,2375,2032,556,270,84,25,4,1,4
4434,2017,114,317,15,all-offenses,19,0,41,137,113,69,51,13,3,0,0
4435,2004,1495,13439,26081,all-offenses,26829,79,4778,4612,1832,2056,575,103,11,5,135
4436,2013,29,187,1,all-offenses,1,0,3,59,70,45,28,9,1,1,0
4437,1993,21,213,3,all-offenses,8,8,75,38,50,33,13,3,4,1,4
4438,2015,11067,10545,261,all-offenses,941,1,2520,8040,5218,3154,1579,347,56,4,13
4439,2008,1419,7855,2905,all-offenses,3111,559,4386,1791,950,895,347,89,23,7,21
4440,2011,11970,16241,8325,all-offenses,10503,35,2520,9758,7088,4475,1692,332,64,8,61
4441,2002,140842,383735,7408,all-offenses,25519,2704,123658,158463,120524,73281,20557,4854,1492,379,554
4442,2008,2023,1525,15,all-offenses,35,1,188,1047,1008,862,311,76,26,8,1
4443,2011,4,13,0,all-offenses,0,0,4,2,3,6,2,0,0,0,0
4444,2009,2075,26669,643,all-offenses,2194,832,8522,5412,4921,3793,2243,988,343,107,32
4445,2008,43715,152700,5854,all-offenses,19564,597,42341,65354,35050,25417,10361,2604,654,172,155
4446,2011,11475,47660,26986,all-offenses,31072,105,13186,19050,11992,7342,2721,426,88,21,118
4447,1995,3926,5993,348,all-offenses,951,3,2139,3514,2625,783,160,31,9,1,51
4448,2015,2685,15035,314,all-offenses,1481,8,1653,6336,4764,2356,1075,283,55,7,16
4449,1995,39,83,12,all-offenses,19,0,25,38,33,18,0,1,0,0,0
4450,1991,56,90,4,all-offenses,5,0,3,22,37,18,23,7,4,0,31
4451,2009,504,5765,69,all-offenses,319,42,2769,2137,601,295,117,45,5,2,6
4452,2001,7,70,0,all-offenses,1,0,4,28,23,16,4,1,0,0,0
4453,1992,23,26,65,all-offenses,64,0,4,10,6,11,4,0,0,0,15
4454,2011,9271,72367,2192,all-offenses,4041,285,21566,30895,13447,7739,4147,1324,308,66,12
4455,1996,108,680,52,all-offenses,145,3,250,263,135,31,8,2,0,0,3
4456,2001,15698,27581,3709,all-offenses,8383,24,4891,13139,11294,6534,2023,438,121,21,120
4457,2011,80,362,11,all-offenses,18,1,53,79,65,89,79,54,15,0,0
4458,2015,10468,86853,5585,all-offenses,25451,104,22710,34925,12630,4512,2056,268,17,10,223
4459,2002,4297,2822,12,all-offenses,43,1,395,2001,2550,1608,377,100,41,6,9
4460,2011,300,2661,51,all-offenses,234,71,751,690,567,365,213,80,28,6,7
4461,1991,5413,2273,1343,all-offenses,1607,1,444,1494,986,222,76,18,4,2,4175
4462,2013,1224,2592,656,all-offenses,1063,14,801,1164,672,405,294,43,7,1,8
4463,2010,891,4437,279,all-offenses,496,17,2037,1102,803,620,375,125,20,5,7
4464,2003,48047,199142,119049,all-offenses,135398,4092,94906,66000,32818,20955,7143,3443,599,138,746
4465,2004,51311,131802,6714,all-offenses,21710,552,34077,49611,40397,29635,9783,2912,781,198,171
4466,2011,40292,78846,25862,all-offenses,33601,263,25661,40930,22246,14088,6416,1207,251,55,282
4467,2009,85249,192198,91000,all-offenses,114255,1276,61566,83860,49414,36715,16230,3365,778,182,806
4468,2002,1,0,1,all-offenses,2,0,0,0,0,0,0,0,0,0,0
4469,2015,69,227,0,all-offenses,0,2,37,124,65,30,14,17,6,1,0
4470,2001,69302,103693,3524,all-offenses,13253,930,69872,38185,28564,18042,5498,1361,528,141,145
4471,1995,56,132,2,all-offenses,4,0,1,55,44,41,29,13,3,0,0
4472,1991,13,19,0,all-offenses,2,0,2,9,8,3,0,0,0,0,8
4473,2016,467,4179,74,all-offenses,187,23,1953,1622,527,233,109,49,13,4,0
4474,1994,36,691,2,all-offenses,19,1,325,279,70,21,8,4,0,2,0
4475,1998,10296,36010,126,all-offenses,334,13,14766,14522,11032,4958,698,84,14,2,9
4476,2017,563,8303,170,all-offenses,720,257,2819,1772,1525,952,668,235,62,13,13
4477,2002,4227,7337,1451,all-offenses,2306,12,1729,4302,2854,1375,343,71,7,1,15
4478,2004,6116,24947,1530,all-offenses,1980,47,9906,10351,5807,3444,859,152,27,4,16
4479,2011,239809,552697,8255,all-offenses,31996,2668,162352,257570,162815,114121,52713,12254,3058,886,328
4480,2012,444,7340,105,all-offenses,548,253,2603,1650,1217,823,540,170,45,24,16
4481,2013,9577,90245,5073,all-offenses,25414,98,24040,36600,11601,4600,1964,235,23,10,310
4482,2002,0,1,0,all-offenses,0,0,0,0,0,0,0,0,1,0,0
4483,2005,47,140,4,all-offenses,6,0,24,70,48,23,17,1,2,0,0
4484,2002,9717,46631,26214,all-offenses,29441,108,19575,15480,10026,5267,2289,244,30,9,93
4485,2015,67,482,1,all-offenses,2,0,10,146,173,109,78,24,5,3,0
4486,2013,9982,10401,229,all-offenses,870,1,2042,7791,4864,3247,1392,351,48,2,4
4487,2002,5317,43489,1473,all-offenses,2869,192,16054,16608,7169,4843,1796,560,129,32,27
4488,2016,2762,31432,795,all-offenses,2195,1170,9693,6137,6087,4159,3107,1564,585,163,129
4489,2002,106,423,17,all-offenses,27,0,78,90,98,129,82,37,4,1,0
4490,1994,344,5021,230,all-offenses,468,190,1502,1103,1141,600,353,157,54,23,4
4491,2004,293,2260,213,all-offenses,348,2,467,1037,428,309,103,44,17,9,2
4492,2011,5810,3606,17,all-offenses,64,2,436,2841,2605,2227,977,207,58,14,2
4493,1997,12,45,0,all-offenses,3,0,8,22,12,6,6,0,0,0,0
4494,2006,82627,200199,100513,all-offenses,130594,1254,61099,79715,51609,38913,14243,3573,915,218,1206
4495,2013,2529,13944,267,all-offenses,1310,7,1545,6064,4282,2177,1029,246,46,17,17
4496,1999,211,66,3,all-offenses,3,0,14,112,89,42,13,6,1,0,0
4497,1995,4387,29423,6529,all-offenses,8451,304,13841,9333,5968,1800,388,81,32,4,137
4498,2008,266,2816,52,all-offenses,301,77,852,739,505,357,204,60,25,8,6
4499,2009,77937,276070,131532,all-offenses,149381,4031,120196,110743,50144,33320,13269,2448,629,177,1201
4500,2010,9172,100572,4457,all-offenses,26719,145,29057,40066,11017,5102,1713,200,14,9,159
4501,2004,8883,11906,4637,all-offenses,6430,32,3121,7084,4922,2843,651,210,20,6,107
4502,2008,34957,70203,23525,all-offenses,33074,278,27440,31867,17749,12477,4651,810,166,51,122
4503,2010,2375,14006,246,all-offenses,1554,9,1852,6180,3812,2114,875,178,36,9,8
4504,2014,40,251,1,all-offenses,11,0,4,69,79,70,36,17,4,2,0
4505,2010,8904,9277,344,all-offenses,1049,4,1844,6741,4214,3022,1297,301,38,3,12
4506,1992,3,15,2,all-offenses,3,1,9,5,0,1,1,0,0,0,0
4507,1995,1143,11177,4976,all-offenses,5733,63,6910,2730,1306,396,73,14,1,1,69
4508,1996,11897,60809,283,all-offenses,1304,26,23500,25479,15538,5954,930,181,32,6,39
4509,1995,20,78,0,all-offenses,0,0,16,37,16,15,10,4,0,0,0
4510,2003,58494,147093,79277,all-offenses,105428,1050,47266,55126,38031,25298,8273,2844,672,142,734
4511,2007,101499,392861,3026,all-offenses,6861,164,129377,195139,84913,58550,19281,2680,303,38,80
4512,2002,1109,6030,2152,all-offenses,2459,363,3599,1151,791,616,217,72,12,1,10
4513,2001,24145,31358,5866,all-offenses,10385,49,7493,20017,14473,6824,1631,297,63,16,121
4514,2013,1492,6051,336,all-offenses,650,20,3506,1343,933,687,463,210,61,3,3
4515,2013,2,8,0,all-offenses,0,0,1,5,4,0,0,0,0,0,0
4516,1999,467,5823,11099,all-offenses,11538,26,2500,1735,711,501,314,12,7,0,45
4517,2002,29602,106808,4095,all-offenses,13015,546,30952,43506,27418,17323,5550,1488,439,108,160
4518,2010,1093,2162,667,all-offenses,1026,12,734,980,518,411,187,34,6,5,9
4519,2008,219079,549117,8232,all-offenses,35027,3160,179246,243064,151404,110357,41516,9182,2385,676,411
4520,1997,6204,22817,75,all-offenses,219,5,10401,8941,6663,2518,309,33,1,1,5
4521,2002,968,1090,13,all-offenses,30,0,105,600,721,424,123,43,15,2,8
4522,2006,72913,287598,150800,all-offenses,172776,4639,135295,103233,46239,32501,11217,3207,736,205,1263
4523,2000,42851,196845,1498,all-offenses,4496,55,72367,87064,46627,24767,4743,713,137,15,210
4524,1998,14,70,4,all-offenses,7,0,16,19,18,14,9,5,0,0,0
4525,2008,7437,3884,12,all-offenses,64,0,604,3494,3247,2763,882,208,59,11,1
4526,1995,1997,4449,141,all-offenses,539,1,931,2214,1818,778,197,60,15,0,34
4527,2014,84,179,7,all-offenses,7,3,35,86,69,36,17,12,4,1,0
4528,2001,205,358,170,all-offenses,243,2,65,154,95,148,21,4,1,0,0
4529,1991,17744,15334,9425,all-offenses,11640,134,6866,7008,4799,1611,564,322,134,23,9402
4530,1995,5,8,0,all-offenses,0,0,0,6,1,3,2,1,0,0,0
4531,2005,41594,118896,506,all-offenses,1318,24,37366,55705,32907,26447,6541,603,53,22,10
4532,1999,16,338,15,all-offenses,34,7,104,59,84,48,20,11,1,0,1
4533,2016,12908,18762,12600,all-offenses,14266,113,2273,10905,9062,4489,2479,501,76,17,89
4534,1994,117,342,37,all-offenses,81,1,115,149,107,30,5,4,1,0,3
4535,1995,252,1542,25,all-offenses,163,2,269,633,538,154,40,13,2,2,3
4536,2002,169,3222,23,all-offenses,116,9,1406,1335,332,143,44,18,4,0,7
4537,2015,24753,38592,7148,all-offenses,11726,43,4395,22299,17617,8710,4412,981,210,52,48
4538,2006,33003,68480,27160,all-offenses,36683,324,26282,29702,17797,12329,4081,866,253,72,254
4539,2009,7662,3898,57,all-offenses,129,0,583,3576,3218,2819,990,226,61,15,0
4540,2016,21564,70353,38872,all-offenses,44292,519,19635,29557,21880,9451,4404,695,124,27,205
4541,1994,2119,12938,9066,all-offenses,9963,39,7235,3945,2103,619,147,39,5,1,27
4542,2010,159,1012,6,all-offenses,17,0,325,290,169,175,95,83,20,3,0
4543,1995,901,1005,38,all-offenses,99,0,407,702,414,242,59,14,0,0,7
4544,2016,2,11,0,all-offenses,2,0,8,1,1,1,0,0,0,0,0
4545,1994,0,3,2,all-offenses,2,0,2,1,0,0,0,0,0,0,0
4546,2010,10092,64598,77909,all-offenses,84187,360,26853,23953,8825,5115,2512,327,43,13,411
4547,1995,827,10917,296,all-offenses,1604,16,3637,4484,1763,420,65,10,2,1,38
4548,2016,15209,98085,5412,all-offenses,8533,246,22419,44351,23707,10685,6147,2008,487,91,32
4549,1994,1145,11879,474,all-offenses,702,53,4831,3943,2319,1061,384,146,36,9,14
4550,2010,33283,193391,108131,all-offenses,127906,1054,62171,77232,34591,20949,8680,1241,240,62,679
4551,2015,935,1736,1723,all-offenses,2807,5,108,446,451,264,217,61,9,3,23
4552,1991,0,14,0,all-offenses,0,1,7,6,0,0,0,0,0,0,0
4553,2006,224,2757,70,all-offenses,269,75,832,675,554,369,181,65,19,9,3
4554,2009,229453,563668,8452,all-offenses,34047,2826,177395,255889,159691,113271,44472,10278,2598,721,385
4555,2014,196505,221310,8923,all-offenses,29971,394,89286,135539,86558,49042,27890,6403,1205,260,190
4556,2002,1276,18791,482,all-offenses,1632,693,6548,3475,3631,2511,1169,579,219,50,42
4557,2016,51,223,12,all-offenses,14,0,52,42,37,39,48,33,19,2,0
4558,1994,48,127,0,all-offenses,3,0,9,41,38,44,28,12,0,0,0
4559,2006,6833,3676,24,all-offenses,76,1,510,2982,3375,2660,710,170,37,12,0
4560,2009,35624,71072,23229,all-offenses,31227,295,26831,34398,18082,12641,5112,916,179,43,201
4561,2011,92195,219136,103426,all-offenses,126860,1218,59719,99147,60408,41050,20034,4431,1034,251,605
4562,1997,50,194,12,all-offenses,35,0,71,58,51,27,7,4,3,0,0
4563,1997,149,1030,611,all-offenses,712,2,476,282,199,75,18,9,3,0,14
4564,2013,136,488,7,all-offenses,7,0,56,98,121,114,131,80,21,3,0
4565,2012,130175,440741,3828,all-offenses,6612,78,130860,229877,111166,60572,29622,5185,640,43,89
4566,2017,201502,545168,5027,all-offenses,7275,94,134911,286611,185231,84318,42439,9686,978,94,60
4567,2010,21,169,0,all-offenses,4,0,9,52,86,23,6,8,2,0,0
4568,1998,248,942,300,all-offenses,472,12,325,365,210,51,38,6,1,0,10
4569,1993,479,923,298,all-offenses,404,0,327,614,264,74,9,1,0,1,6
4570,2010,30563,48324,7880,all-offenses,16228,83,6634,24253,18906,13097,5772,1324,294,43,133
4571,1999,310,11456,150,all-offenses,1282,89,3117,3434,2321,1081,397,127,30,7,31
4572,2005,278,2312,1934,all-offenses,2179,16,599,762,508,288,92,33,6,2,39
4573,2006,201220,522870,8219,all-offenses,35213,3255,174328,224019,145710,105074,33947,7489,2160,611,503
4574,2005,256,760,21,all-offenses,97,2,169,275,231,176,66,16,3,2,0
4575,2009,254,2604,48,all-offenses,217,79,741,688,523,333,213,77,27,4,4
4576,2008,76236,286736,140506,all-offenses,161760,4575,132834,107135,47368,33438,12150,2336,571,179,1132
4577,1992,26429,18624,4019,all-offenses,5657,395,11512,7363,5024,1974,723,419,221,49,15735
4578,2016,3132,3877,4059,all-offenses,4673,14,358,2232,2146,1040,466,109,15,3,12
4579,1995,82,184,60,all-offenses,90,0,80,65,57,26,5,0,1,0,2
4580,2003,4554,2447,20,all-offenses,39,2,311,1866,2532,1752,382,90,41,6,0
4581,1992,6715,2313,968,all-offenses,1242,2,700,1521,830,256,56,14,5,0,5370
4582,1993,432,2030,49,all-offenses,115,5,1289,612,327,113,25,8,1,0,16
4583,2013,31144,52031,9553,all-offenses,18768,85,5936,26052,20235,13090,6551,1520,280,55,156
4584,2016,1632,6461,2098,all-offenses,2399,256,2598,1784,1411,878,593,214,33,8,17
4585,1994,232,1708,930,all-offenses,1016,167,1011,313,214,106,25,9,4,1,4
4586,2013,10,195,0,all-offenses,5,0,11,60,70,39,11,5,3,0,1
4587,2016,1725,2028,39,all-offenses,85,0,230,1420,1092,545,307,82,20,7,4
4588,1994,62,185,17,all-offenses,20,0,21,92,71,33,17,7,2,1,0
4589,2010,156,592,20,all-offenses,20,0,82,127,136,157,144,87,14,1,0
4590,2016,48209,160748,8396,all-offenses,21295,503,28272,69278,47965,26861,16720,4942,1131,273,113
4591,1994,10345,41937,2279,all-offenses,4534,285,14279,17103,11411,4673,1486,550,178,31,31
4592,1996,84,1368,17,all-offenses,70,62,523,296,304,112,72,20,7,0,3
4593,2003,149488,404513,7403,all-offenses,27246,2760,132628,166777,122002,79507,22529,5443,1632,438,442
4594,1995,13,130,11,all-offenses,25,0,24,23,43,20,11,5,2,0,1
4595,1993,96,729,74,all-offenses,98,0,208,307,167,73,24,17,3,2,0
4596,1992,17,26,1,all-offenses,9,0,7,12,5,4,2,0,0,0,5
4597,2014,25021,37109,6546,all-offenses,10861,63,4176,22145,16961,8809,4404,963,182,39,73
4598,2013,10290,56702,63290,all-offenses,67340,275,19157,23419,11286,4853,3081,340,55,17,459
4599,2008,84458,199282,94822,all-offenses,120301,1126,64610,81782,50385,38841,15860,3492,842,208,1115
4600,2013,109,613,9,all-offenses,12,0,142,208,142,95,75,45,11,1,0
4601,1997,196,803,110,all-offenses,235,1,269,335,186,47,24,2,1,0,9
4602,2013,3,7,0,all-offenses,1,0,0,2,6,1,0,0,0,0,0
4603,2003,24563,52250,25287,all-offenses,32827,284,21080,21691,14375,8655,2395,561,108,32,92
4604,1993,2695,10165,480,all-offenses,1410,26,2705,3793,3204,1446,531,154,45,6,20
4605,2007,344,5592,87,all-offenses,452,210,2134,1227,856,686,297,116,37,5,3
4606,1998,161,1136,871,all-offenses,997,9,546,287,194,72,35,6,2,0,20
4607,1998,55,244,9,all-offenses,38,3,71,64,72,37,21,1,0,1,0
4608,2011,76421,260371,118166,all-offenses,136211,3440,101573,110954,52046,31254,14526,3139,749,239,827
4609,2005,851,2981,663,all-offenses,1293,12,1025,1143,622,300,81,13,1,0,5
4610,2001,31,115,2,all-offenses,2,1,34,52,25,23,9,1,0,0,1
4611,2000,217,3505,66,all-offenses,274,163,1469,686,612,359,138,57,14,4,12
4612,2015,201257,231427,8998,all-offenses,32280,433,85830,138141,95321,51333,29541,7243,1225,251,84
4613,2013,34697,175437,95172,all-offenses,109750,916,47221,74370,39513,20066,10836,1491,288,65,790
4614,2003,179,2126,50,all-offenses,210,68,659,482,420,312,132,49,15,7,1
4615,2014,765,1380,1331,all-offenses,2179,8,108,358,358,237,155,54,7,1,11
